Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,Team
Igor,br BRA,DF,27,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,West-Ham-United
Edson Álvarez,mx MEX,"DF,MF",27,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
Łukasz Fabiański,pl POL,GK,40,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
Callum Marshall,nir NIR,FW,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
Oliver Scarles,eng ENG,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,West-Ham-United
Squad Total,,,27,6,66,540.0,6.0,6.0,4.0,10.0,5.0,1.0,1.0,8.0,1.0,6.1,5.3,4.6,10.0,77.0,202.0,200.0,1.0,0.67,1.67,0.83,1.5,1.02,0.77,1.79,0.89,1.66,,West-Ham-United
Opponent Total,,,26,6,66,540.0,6.0,14.0,10.0,24.0,14.0,0.0,0.0,8.0,0.0,8.3,8.3,6.6,14.9,111.0,239.0,236.0,2.33,1.67,4.0,2.33,4.0,1.38,1.1,2.48,1.38,2.48,,West-Ham-United
João Gomes,br BRA,MF,24,6,6,513.0,5.7,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,0.1,0.4,5.0,33.0,6.0,0.0,0.0,0.0,0.0,0.0,0.04,0.03,0.07,0.04,0.07,Matches,Wolverhampton-Wanderers
Emmanuel Agbadou,ci CIV,DF,28,6,5,495.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.5,3.0,25.0,4.0,0.0,0.0,0.0,0.0,0.0,0.07,0.02,0.09,0.07,0.09,Matches,Wolverhampton-Wanderers
Toti Gomes,pt POR,DF,26,6,5,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.1,5.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches,Wolverhampton-Wanderers
Marshall Munetsi,zw ZIM,"FW,MF",29,6,4,430.0,4.8,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.4,1.0,4.0,8.0,14.0,0.0,0.21,0.21,0.0,0.21,0.11,0.09,0.2,0.11,0.2,Matches,Wolverhampton-Wanderers
José Sá,pt POR,GK,32,4,4,360.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,Wolverhampton-Wanderers
André,br BRA,MF,24,6,4,353.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,15.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton-Wanderers
Hugo Bueno,es ESP,"DF,MF",23,6,3,364.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.5,0.6,12.0,10.0,27.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.15,0.03,0.15,Matches,Wolverhampton-Wanderers
Jørgen Strand Larsen,no NOR,FW,25,4,3,286.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,0.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.19,0.19,0.19,Matches,Wolverhampton-Wanderers
Ladislav Krejčí,cz CZE,"DF,MF",26,3,3,270.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.7,0.7,0.1,0.9,0.0,11.0,3.0,0.33,0.0,0.33,0.33,0.33,0.25,0.05,0.3,0.25,0.3,Matches,Wolverhampton-Wanderers
Jhon Arias,co COL,FW,28,6,3,269.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.5,6.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.18,0.09,0.18,Matches,Wolverhampton-Wanderers
Jean-Ricner Bellegarde,ht HAI,"MF,FW",27,6,3,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.3,0.5,8.0,17.0,8.0,0.0,0.0,0.0,0.0,0.0,0.07,0.11,0.19,0.07,0.19,Matches,Wolverhampton-Wanderers
Matt Doherty,ie IRL,DF,33,3,3,225.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.1,0.1,0.0,0.1,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,Wolverhampton-Wanderers
Hwang Hee-chan,kr KOR,FW,29,5,3,218.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.6,0.6,0.0,0.6,2.0,4.0,9.0,0.41,0.0,0.41,0.41,0.41,0.24,0.01,0.25,0.24,0.25,Matches,Wolverhampton-Wanderers
Jackson Tchatchoua,cm CMR,"DF,MF",24,5,2,268.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,5.0,2.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,Wolverhampton-Wanderers
Santiago Bueno,uy URU,DF,26,3,2,215.0,2.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.0,0.8,0.0,9.0,1.0,0.42,0.0,0.42,0.42,0.42,0.31,0.02,0.33,0.31,0.33,Matches,Wolverhampton-Wanderers
Sam Johnstone,eng ENG,GK,32,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton-Wanderers
Rodrigo Gomes,pt POR,"DF,MF",22,4,2,166.0,1.8,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.7,3.0,2.0,15.0,0.54,0.0,0.54,0.54,0.54,0.36,0.04,0.4,0.36,0.4,Matches,Wolverhampton-Wanderers
Tolu Arokodare,ng NGA,FW,24,3,2,162.0,1.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.4,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.12,0.08,0.2,0.12,0.2,Matches,Wolverhampton-Wanderers
Yerson Mosquera,co COL,DF,24,2,2,136.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,Wolverhampton-Wanderers
David Møller Wolfe,no NOR,MF,23,3,2,131.0,1.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,3.0,2.0,7.0,0.0,0.69,0.69,0.0,0.69,0.0,0.18,0.18,0.0,0.18,Matches,Wolverhampton-Wanderers
Ki-Jana Hoever,nl NED,MF,23,2,2,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,1.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.21,0.0,0.21,Matches,Wolverhampton-Wanderers
Fer López,es ESP,"MF,FW",21,4,1,105.0,1.2,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.7,0.9,4.0,13.0,9.0,0.0,0.86,0.86,0.0,0.86,0.1,0.64,0.74,0.1,0.74,Matches,Wolverhampton-Wanderers
Sasa Kalajdzic,at AUT,FW,28,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,Wolverhampton-Wanderers
Daniel Bentley,eng ENG,GK,32,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,Wolverhampton-Wanderers
Squad Total,,,26,6,66,540.0,6.0,4.0,3.0,7.0,4.0,0.0,0.0,12.0,1.0,5.5,5.5,3.6,9.2,69.0,179.0,177.0,0.67,0.5,1.17,0.67,1.17,0.92,0.61,1.53,0.92,1.53,,Wolverhampton-Wanderers
Opponent Total,,,27,6,66,540.0,6.0,13.0,10.0,23.0,13.0,0.0,0.0,10.0,0.0,8.5,8.5,7.4,15.8,101.0,248.0,247.0,2.17,1.67,3.83,2.17,3.83,1.41,1.23,2.64,1.41,2.64,,Wolverhampton-Wanderers
